id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
36305,Strark,android web,Referral,1/9/16,1/14/16,1/16/16,Chevrolet,Malibu,2009,1/28/16
36306,Strark,android web,Paid,1/25/16,2/1/16,2/26/16,Toyota,Camry,2004,NA
36307,Wrouver,other,Paid,1/30/16,NA,NA,,,NA,NA
36308,Strark,,Organic,1/20/16,NA,NA,,,NA,NA
36309,Berton,android web,Paid,1/25/16,2/1/16,2/1/16,Toyota,RAV4,2015,2/1/16
36310,Berton,ios web,Referral,1/27/16,1/27/16,1/27/16,Toyota,Corolla,2014,1/30/16
36311,Strark,,Referral,1/1/16,1/6/16,NA,,,NA,NA
36312,Strark,android web,Paid,1/2/16,2/21/16,2/23/16,Nissan,Altima,2013,NA
36313,Berton,mac,Paid,1/11/16,2/5/16,NA,,,NA,NA
36314,Strark,ios web,Organic,1/18/16,NA,NA,,,NA,NA
36315,Strark,,Organic,1/13/16,1/15/16,NA,,,NA,NA
36316,Strark,android web,Paid,1/1/16,1/14/16,NA,,,NA,NA
36317,Berton,mac,Paid,1/5/16,2/13/16,2/20/16,Honda,Odyssey,2012,NA
36318,Strark,android web,Organic,1/6/16,1/15/16,NA,,,NA,NA
36319,Berton,android web,Referral,1/17/16,1/20/16,1/31/16,Volkswagen,CC,2010,2/2/16
36320,Strark,ios web,Paid,1/4/16,1/14/16,NA,,,NA,NA
36321,Strark,ios web,Paid,1/18/16,2/7/16,NA,,,NA,NA
36322,Strark,,Referral,1/5/16,NA,NA,,,NA,NA
36323,Berton,windows,Paid,1/4/16,1/4/16,1/5/16,Volkswagen,Jetta,2012,1/5/16
36324,Strark,,Referral,1/3/16,NA,NA,,,NA,NA
36325,Berton,mac,Paid,1/28/16,2/1/16,NA,,,NA,NA
36326,Berton,android web,Paid,1/25/16,NA,NA,,,NA,NA
36327,Strark,android web,Referral,1/18/16,1/30/16,NA,,,NA,NA
36328,Strark,ios web,Organic,1/14/16,2/6/16,NA,,,NA,NA
36329,Berton,ios web,Organic,1/24/16,NA,NA,,,NA,NA
36330,Berton,ios web,Paid,1/19/16,2/10/16,NA,,,NA,NA
36331,Strark,android web,Organic,1/19/16,1/21/16,NA,,,NA,NA
36332,Strark,,Organic,1/29/16,1/30/16,NA,,,NA,NA
36333,Berton,android web,Organic,1/10/16,NA,NA,,,NA,NA
36334,Berton,ios web,Organic,1/13/16,1/25/16,NA,,,NA,NA
36335,Strark,android web,Referral,1/2/16,1/16/16,1/18/16,Lexus,LS,2002,1/29/16
36336,Strark,,Organic,1/9/16,NA,NA,,,NA,NA
36337,Wrouver,android web,Paid,1/7/16,1/10/16,NA,,,NA,NA
36338,Berton,windows,Referral,1/28/16,2/12/16,NA,,,NA,NA
36339,Berton,mac,Paid,1/12/16,1/27/16,NA,,,NA,NA
36340,Berton,windows,Organic,1/5/16,1/12/16,1/14/16,Subaru,Forester,2003,1/19/16
36341,Strark,android web,Paid,1/2/16,NA,NA,,,NA,NA
36342,Berton,ios web,Paid,1/24/16,2/5/16,NA,,,NA,NA
36343,Strark,,Organic,1/24/16,1/25/16,NA,,,NA,NA
36344,Strark,android web,Paid,1/26/16,NA,NA,,,NA,NA
36345,Wrouver,ios web,Paid,1/25/16,1/28/16,NA,,,NA,NA
36346,Berton,android web,Paid,1/25/16,NA,NA,,,NA,NA
36347,Strark,,Organic,1/26/16,2/3/16,2/22/16,Toyota,Prius V,2015,NA
36348,Strark,ios web,Organic,1/5/16,2/9/16,NA,,,NA,NA
36349,Berton,mac,Organic,1/19/16,2/25/16,3/11/16,Toyota,Prius V,2015,NA
36350,Wrouver,windows,Organic,1/18/16,1/23/16,NA,,,NA,NA
36351,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
36352,Berton,android web,Referral,1/27/16,1/29/16,NA,,,NA,NA
36353,Strark,ios web,Referral,1/16/16,NA,NA,,,NA,NA
36354,Berton,ios web,Referral,1/14/16,1/14/16,2/11/16,Acura,MDX,2005,NA
36355,Strark,ios web,Paid,1/16/16,NA,NA,,,NA,NA
36356,Strark,,Referral,1/6/16,NA,NA,,,NA,NA
36357,Strark,ios web,Referral,1/18/16,2/1/16,NA,,,NA,NA
36358,Strark,android web,Paid,1/2/16,1/28/16,NA,,,NA,NA
36359,Berton,ios web,Referral,1/20/16,1/31/16,2/3/16,Hyundai,Elantra,2013,NA
36360,Strark,android web,Paid,1/23/16,NA,NA,,,NA,NA
36361,Strark,android web,Referral,1/4/16,NA,NA,,,NA,NA
36362,Berton,android web,Referral,1/27/16,2/9/16,2/18/16,Honda,CR-V,2002,NA
36363,Berton,ios web,Organic,1/19/16,2/19/16,NA,,,NA,NA
36364,Berton,ios web,Paid,1/6/16,2/5/16,NA,,,NA,NA
36365,Wrouver,ios web,Organic,1/5/16,1/5/16,NA,,,NA,NA
36366,Strark,ios web,Organic,1/2/16,1/24/16,1/26/16,Volkswagen,Jetta,2010,1/28/16
36367,Strark,android web,Referral,1/25/16,2/9/16,2/9/16,Dodge,Stratus,2006,2/22/16
36368,Strark,android web,Referral,1/25/16,1/25/16,NA,,,NA,NA
36369,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
36370,Strark,android web,Paid,1/28/16,2/12/16,3/2/16,Toyota,Corolla,2016,2/18/16
36371,Strark,ios web,Paid,1/18/16,1/19/16,NA,,,NA,NA
36372,Berton,ios web,Referral,1/2/16,2/13/16,2/21/16,Toyota,Corolla,2015,NA
36373,Berton,android web,Referral,1/8/16,1/8/16,1/8/16,Hyundai,Elantra,2003,1/9/16
36374,Wrouver,other,Paid,1/29/16,2/1/16,NA,,,NA,NA
36375,Berton,ios web,Organic,1/23/16,1/25/16,NA,,,NA,NA
36376,Strark,android web,Referral,1/5/16,1/5/16,1/15/16,BMW,3-series,2008,NA
36377,Strark,ios web,Referral,1/12/16,1/14/16,NA,,,NA,NA
36378,Berton,android web,Paid,1/28/16,NA,NA,,,NA,NA
36379,Wrouver,windows,Organic,1/27/16,NA,NA,,,NA,NA
36380,Strark,ios web,Paid,1/5/16,NA,NA,,,NA,NA
36381,Strark,android web,Organic,1/13/16,2/6/16,NA,,,NA,NA
36382,Strark,android web,Paid,1/26/16,2/17/16,NA,,,NA,NA
36383,Berton,android web,Organic,1/17/16,1/24/16,NA,,,NA,NA
36384,Wrouver,ios web,Paid,1/26/16,1/28/16,NA,,,NA,NA
36385,Strark,other,Organic,1/30/16,2/2/16,2/2/16,Toyota,Prius V,2015,2/19/16
36386,Strark,mac,Paid,1/7/16,1/14/16,NA,,,NA,NA
36387,Strark,android web,Paid,1/4/16,NA,NA,,,NA,NA
36388,Wrouver,windows,Paid,1/18/16,1/20/16,1/26/16,Mazda,MAZDA3,2007,NA
36389,Strark,android web,Paid,1/25/16,1/25/16,NA,,,NA,NA
36390,Berton,other,Organic,1/12/16,1/19/16,NA,,,NA,NA
36391,Berton,ios web,Paid,1/5/16,1/7/16,1/7/16,Saturn,Ion,2007,1/11/16
36392,Strark,android web,Organic,1/6/16,1/7/16,NA,,,NA,NA
36393,Strark,android web,Referral,1/13/16,1/24/16,1/25/16,Dodge,Avenger,2012,2/2/16
36394,Strark,android web,Organic,1/3/16,1/5/16,1/6/16,Nissan,Xterra,2010,1/6/16
36395,Berton,android web,Referral,1/15/16,1/18/16,NA,,,NA,NA
36396,Strark,ios web,Organic,1/14/16,1/20/16,NA,,,NA,NA
36397,Strark,windows,Referral,1/23/16,1/29/16,NA,,,NA,NA
36398,Strark,,Referral,1/25/16,NA,NA,,,NA,NA
36399,Strark,,Referral,1/4/16,1/22/16,NA,,,NA,NA
36400,Strark,mac,Referral,1/21/16,2/22/16,NA,,,NA,NA
36401,Berton,ios web,Organic,1/30/16,2/3/16,NA,,,NA,NA
36402,Strark,mac,Referral,1/16/16,1/21/16,NA,,,NA,NA
36403,Berton,mac,Paid,1/24/16,1/26/16,NA,,,NA,NA
36404,Strark,ios web,Referral,1/15/16,1/21/16,NA,,,NA,NA
36405,Berton,ios web,Referral,1/14/16,1/17/16,2/24/16,Ford,Edge,2015,NA
36406,Strark,mac,Referral,1/20/16,1/25/16,1/29/16,Mercury,Mariner,2010,2/5/16
36407,Berton,mac,Paid,1/1/16,1/8/16,NA,,,NA,NA
36408,Strark,ios web,Organic,1/6/16,1/24/16,NA,,,NA,NA
36409,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
36410,Berton,android web,Paid,1/3/16,2/5/16,NA,,,NA,NA
36411,Strark,android web,Referral,1/7/16,NA,NA,,,NA,NA
36412,Strark,ios web,Paid,1/3/16,NA,NA,,,NA,NA
36413,Berton,other,Paid,1/30/16,1/31/16,NA,,,NA,NA
36414,Strark,ios web,Paid,1/30/16,2/5/16,NA,,,NA,NA
36415,Strark,android web,Referral,1/28/16,2/9/16,NA,,,NA,NA
36416,Strark,android web,Referral,1/17/16,1/17/16,NA,,,NA,NA
36417,Berton,mac,Referral,1/24/16,1/25/16,1/27/16,Toyota,Camry,2016,1/29/16
36418,Strark,ios web,Organic,1/23/16,2/16/16,NA,,,NA,NA
36419,Strark,ios web,Referral,1/20/16,1/26/16,1/27/16,Kia,Spectra,2007,2/4/16
36420,Strark,other,Referral,1/29/16,1/29/16,1/30/16,Toyota,Prius,2010,2/1/16
36421,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
36422,Strark,mac,Organic,1/25/16,1/27/16,NA,,,NA,NA
36423,Strark,,Referral,1/28/16,1/30/16,2/1/16,Honda,Odyssey,2002,2/13/16
36424,Berton,windows,Referral,1/14/16,1/14/16,1/18/16,Hyundai,Tucson,2012,1/19/16
36425,Wrouver,android web,Referral,1/22/16,1/22/16,NA,,,NA,NA
36426,Berton,windows,Paid,1/7/16,1/7/16,1/8/16,Toyota,Highlander,2007,NA
36427,Wrouver,ios web,Paid,1/17/16,1/29/16,NA,,,NA,NA
36428,Wrouver,ios web,Paid,1/5/16,NA,NA,,,NA,NA
36429,Strark,ios web,Referral,1/9/16,1/18/16,1/18/16,Nissan,Altima,2012,NA
36430,Strark,mac,Paid,1/5/16,1/22/16,NA,,,NA,NA
36431,Strark,,Referral,1/8/16,1/24/16,1/31/16,Kia,Sportage,2013,NA
36432,Wrouver,ios web,Referral,1/19/16,1/19/16,1/19/16,Toyota,Matrix,2009,1/24/16
36433,Wrouver,ios web,Referral,1/27/16,1/29/16,NA,,,NA,NA
36434,Strark,android web,Paid,1/25/16,1/25/16,NA,,,NA,NA
36435,Berton,ios web,Referral,1/15/16,1/19/16,1/21/16,Toyota,Prius,2015,1/30/16
36436,Strark,other,Paid,1/22/16,2/9/16,NA,,,NA,NA
36437,Berton,ios web,Paid,1/8/16,NA,NA,,,NA,NA
36438,Strark,ios web,Paid,1/14/16,2/3/16,NA,,,NA,NA
36439,Strark,mac,Paid,1/6/16,1/30/16,NA,,,NA,NA
36440,Berton,,Referral,1/8/16,1/11/16,NA,,,NA,NA
36441,Berton,mac,Paid,1/23/16,1/23/16,NA,,,NA,NA
36442,Berton,ios web,Organic,1/21/16,1/21/16,NA,,,NA,NA
36443,Strark,,Organic,1/28/16,NA,NA,,,NA,NA
36444,Berton,other,Referral,1/7/16,1/11/16,NA,,,NA,NA
36445,Berton,android web,Paid,1/3/16,1/11/16,NA,,,NA,NA
36446,Berton,mac,Paid,1/20/16,1/25/16,NA,,,NA,NA
36447,Strark,android web,Paid,1/22/16,1/27/16,NA,,,NA,NA
36448,Strark,,Referral,1/5/16,1/7/16,1/24/16,Honda,Civic,2007,NA
36449,Strark,windows,Paid,1/15/16,2/16/16,NA,,,NA,NA
36450,Strark,ios web,Referral,1/29/16,2/5/16,2/9/16,Honda,Odyssey,2006,2/12/16
36451,Strark,android web,Paid,1/20/16,1/25/16,NA,,,NA,NA
36452,Strark,ios web,Referral,1/19/16,1/20/16,1/20/16,Nissan,Altima,2005,1/22/16
36453,Berton,mac,Referral,1/19/16,1/19/16,1/21/16,Toyota,Prius V,2013,1/25/16
36454,Berton,other,Referral,1/9/16,1/17/16,NA,,,NA,1/21/16
36455,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
36456,Berton,,Organic,1/24/16,NA,NA,,,NA,NA
36457,Wrouver,windows,Paid,1/14/16,2/5/16,NA,,,NA,NA
36458,Berton,,Organic,1/24/16,NA,NA,,,NA,NA
36459,Strark,windows,Referral,1/6/16,1/14/16,NA,,,NA,NA
36460,Strark,windows,Referral,1/24/16,1/24/16,1/24/16,Infiniti,M,2008,NA
36461,Strark,other,Organic,1/18/16,1/23/16,1/25/16,Scion,xB,2013,NA
36462,Berton,other,Paid,1/2/16,1/2/16,1/4/16,Chevrolet,Tahoe,2008,1/25/16
36463,Strark,windows,Organic,1/30/16,2/5/16,2/11/16,Ford,Fusion,2015,2/12/16
36464,Strark,android web,Referral,1/11/16,1/31/16,NA,,,NA,NA
36465,Strark,ios web,Organic,1/15/16,1/22/16,1/26/16,Chevrolet,Suburban,2014,NA
36466,Berton,ios web,Organic,1/17/16,NA,NA,,,NA,NA
36467,Berton,,Referral,1/7/16,NA,NA,,,NA,NA
36468,Strark,ios web,Paid,1/26/16,1/26/16,NA,,,NA,NA
36469,Strark,ios web,Referral,1/8/16,NA,NA,,,NA,NA
36470,Strark,ios web,Referral,1/25/16,1/29/16,NA,,,NA,NA
36471,Strark,,Referral,1/28/16,2/4/16,NA,,,NA,NA
36472,Strark,ios web,Paid,1/20/16,NA,NA,,,NA,NA
36473,Strark,mac,Organic,1/14/16,NA,NA,,,NA,NA
36474,Strark,mac,Organic,1/1/16,1/3/16,NA,,,NA,NA
36475,Berton,android web,Referral,1/10/16,1/12/16,2/1/16,Mazda,MAZDA3,2010,NA
36476,Strark,android web,Organic,1/6/16,1/6/16,1/7/16,Honda,Accord,2013,1/16/16
36477,Wrouver,windows,Paid,1/11/16,1/12/16,NA,,,NA,NA
36478,Strark,ios web,Paid,1/3/16,2/1/16,NA,,,NA,NA
36479,Strark,,Organic,1/15/16,1/25/16,NA,,,NA,NA
36480,Strark,ios web,Organic,1/11/16,NA,NA,,,NA,NA
36481,Berton,ios web,Paid,1/19/16,NA,NA,,,NA,NA
36482,Strark,ios web,Referral,1/16/16,1/17/16,1/18/16,Toyota,Corolla,2016,1/25/16
36483,Berton,ios web,Referral,1/15/16,1/20/16,1/20/16,Chevrolet,Malibu,2015,2/8/16
36484,Strark,android web,Paid,1/12/16,1/15/16,NA,,,NA,NA
36485,Strark,ios web,Paid,1/1/16,1/15/16,NA,,,NA,NA
36486,Strark,android web,Referral,1/26/16,2/17/16,NA,,,NA,NA
36487,Berton,windows,Organic,1/26/16,2/10/16,NA,,,NA,NA
36488,Berton,android web,Referral,1/7/16,1/27/16,NA,,,NA,NA
36489,Strark,windows,Organic,1/25/16,1/27/16,NA,,,NA,NA
36490,Berton,android web,Referral,1/27/16,1/29/16,1/30/16,Chevrolet,Malibu,2013,1/31/16
36491,Berton,,Organic,1/5/16,1/11/16,NA,,,NA,NA
36492,Strark,android web,Referral,1/27/16,2/6/16,2/8/16,Chrysler,PT Cruiser,2001,NA
36493,Strark,ios web,Referral,1/28/16,1/31/16,NA,,,NA,NA
36494,Strark,android web,Referral,1/19/16,1/27/16,2/2/16,Hyundai,Sonata,2013,2/4/16
36495,Strark,other,Paid,1/28/16,2/12/16,NA,,,NA,NA
36496,Strark,,Organic,1/14/16,NA,NA,,,NA,NA
36497,Strark,windows,Paid,1/15/16,NA,NA,,,NA,NA
36498,Berton,mac,Organic,1/19/16,1/28/16,NA,,,NA,NA
36499,Berton,ios web,Referral,1/7/16,1/9/16,NA,,,NA,NA
36500,Strark,windows,Referral,1/27/16,1/28/16,NA,,,NA,NA
36501,Berton,android web,Organic,1/16/16,2/21/16,NA,,,NA,NA
36502,Berton,,Organic,1/21/16,2/21/16,NA,,,NA,NA
36503,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
36504,Strark,ios web,Organic,1/5/16,NA,NA,,,NA,NA
36505,Berton,ios web,Referral,1/9/16,1/26/16,2/2/16,Dodge,Avenger,2012,NA
36506,Berton,mac,Referral,1/26/16,2/24/16,2/29/16,Volkswagen,Jetta,2015,NA
36507,Wrouver,mac,Paid,1/5/16,1/5/16,1/10/16,Chevrolet,Malibu,2015,1/17/16
36508,Strark,ios web,Referral,1/6/16,1/8/16,1/9/16,Honda,Accord,2007,1/10/16
36509,Wrouver,ios web,Paid,1/28/16,2/5/16,NA,,,NA,NA
36510,Strark,ios web,Referral,1/7/16,1/23/16,NA,,,NA,NA
36511,Strark,mac,Organic,1/19/16,1/25/16,NA,,,NA,NA
36512,Strark,ios web,Referral,1/25/16,1/26/16,NA,,,NA,NA
36513,Wrouver,other,Organic,1/25/16,1/29/16,NA,,,NA,NA
36514,Wrouver,ios web,Referral,1/27/16,2/4/16,2/20/16,Nissan,Altima Hybrid,2012,NA
36515,Berton,android web,Referral,1/11/16,1/16/16,NA,,,NA,NA
36516,Berton,ios web,Paid,1/24/16,1/29/16,NA,,,NA,NA
36517,Strark,,Referral,1/2/16,NA,NA,,,NA,NA
36518,Strark,android web,Referral,1/12/16,NA,NA,,,NA,NA
36519,Strark,ios web,Referral,1/4/16,1/25/16,NA,,,NA,NA
36520,Berton,android web,Paid,1/13/16,1/24/16,NA,,,NA,NA
36521,Strark,ios web,Paid,1/21/16,1/23/16,NA,,,NA,NA
36522,Strark,android web,Referral,1/10/16,1/24/16,2/9/16,Honda,CR-V,2014,NA
36523,Berton,ios web,Referral,1/4/16,1/5/16,NA,,,NA,NA
36524,Strark,,Organic,1/17/16,NA,NA,,,NA,NA
36525,Berton,android web,Referral,1/26/16,1/26/16,1/26/16,Volkswagen,Jetta,2013,1/27/16
36526,Berton,ios web,Organic,1/25/16,2/11/16,NA,,,NA,NA
36527,Strark,ios web,Paid,1/21/16,2/23/16,NA,,,NA,NA
36528,Strark,android web,Referral,1/19/16,1/22/16,1/30/16,Ford,Focus,2006,2/3/16
36529,Strark,,Referral,1/3/16,NA,NA,,,NA,NA
36530,Berton,android web,Referral,1/6/16,1/11/16,NA,,,NA,NA
36531,Strark,ios web,Referral,1/23/16,1/23/16,NA,,,NA,NA
36532,Wrouver,android web,Referral,1/24/16,2/3/16,NA,,,NA,NA
36533,Berton,,Referral,1/30/16,NA,NA,,,NA,NA
36534,Berton,ios web,Organic,1/5/16,NA,NA,,,NA,NA
36535,Strark,other,Referral,1/20/16,1/22/16,1/23/16,Volkswagen,Jetta SportWagen,2015,1/30/16
36536,Strark,windows,Organic,1/27/16,1/27/16,2/2/16,Mazda,MAZDA3,2009,NA
36537,Berton,ios web,Referral,1/16/16,2/8/16,NA,,,NA,NA
36538,Strark,mac,Organic,1/19/16,1/23/16,NA,,,NA,NA
36539,Strark,android web,Paid,1/20/16,NA,NA,,,NA,NA
36540,Berton,android web,Referral,1/5/16,1/10/16,NA,,,NA,NA
36541,Berton,mac,Referral,1/27/16,2/11/16,2/12/16,Toyota,Yaris,2010,2/15/16
36542,Berton,android web,Organic,1/7/16,1/25/16,1/27/16,Toyota,Prius V,2015,NA
36543,Strark,ios web,Paid,1/15/16,1/16/16,1/18/16,Honda,Civic,2012,NA
36544,Strark,ios web,Referral,1/19/16,2/13/16,2/19/16,Toyota,Prius,2014,NA
36545,Berton,android web,Referral,1/8/16,1/22/16,NA,,,NA,NA
36546,Berton,windows,Paid,1/11/16,1/29/16,NA,,,NA,NA
36547,Strark,other,Paid,1/25/16,NA,NA,,,NA,NA
36548,Strark,ios web,Paid,1/6/16,1/10/16,1/12/16,Dodge,Durango,2015,NA
36549,Berton,ios web,Paid,1/29/16,NA,NA,,,NA,NA
36550,Berton,windows,Organic,1/6/16,1/6/16,1/10/16,Honda,Civic,2010,1/25/16
36551,Berton,ios web,Paid,1/27/16,1/29/16,NA,,,NA,NA
36552,Wrouver,ios web,Paid,1/13/16,1/14/16,1/19/16,Subaru,XV Crosstrek,2013,1/22/16
36553,Berton,,Organic,1/30/16,NA,NA,,,NA,NA
36554,Strark,ios web,Referral,1/5/16,2/1/16,2/5/16,Honda,Accord,2012,NA
36555,Berton,android web,Paid,1/11/16,1/13/16,1/21/16,Kia,Rio,2014,2/7/16
36556,Berton,ios web,Organic,1/19/16,1/22/16,1/22/16,Mazda,MAZDA3,2008,1/27/16
36557,Strark,ios web,Paid,1/13/16,1/24/16,NA,,,NA,NA
36558,Berton,mac,Referral,1/29/16,1/30/16,NA,,,NA,NA
36559,Strark,ios web,Paid,1/3/16,NA,NA,,,NA,NA
36560,Berton,ios web,Referral,1/17/16,1/25/16,2/18/16,Honda,Civic,2014,NA
36561,Strark,android web,Organic,1/8/16,NA,NA,,,NA,NA
36562,Strark,android web,Referral,1/4/16,NA,NA,,,NA,NA
36563,Strark,android web,Paid,1/20/16,1/21/16,1/26/16,Nissan,Altima,2014,NA
36564,Berton,android web,Paid,1/1/16,2/13/16,NA,,,NA,NA
36565,Berton,android web,Paid,1/15/16,1/16/16,1/16/16,Ford,Taurus,2013,1/24/16
36566,Wrouver,,Organic,1/28/16,2/5/16,2/14/16,Toyota,Prius+,2010,NA
36567,Strark,android web,Paid,1/27/16,NA,NA,,,NA,NA
36568,Strark,android web,Paid,1/19/16,2/7/16,NA,,,NA,NA
36569,Wrouver,other,Paid,1/20/16,NA,NA,,,NA,NA
36570,Berton,mac,Paid,1/5/16,1/7/16,1/7/16,Toyota,RAV4,2014,1/8/16
36571,Strark,android web,Organic,1/21/16,1/23/16,NA,,,NA,NA
36572,Strark,ios web,Referral,1/16/16,1/19/16,1/28/16,Chevrolet,Aveo,2010,NA
36573,Strark,android web,Paid,1/14/16,1/15/16,NA,,,NA,NA
36574,Strark,ios web,Paid,1/22/16,NA,NA,,,NA,NA
36575,Berton,mac,Referral,1/20/16,1/24/16,NA,,,NA,NA
36576,Berton,ios web,Referral,1/2/16,NA,NA,,,NA,NA
36577,Berton,mac,Referral,1/3/16,2/9/16,NA,,,NA,NA
36578,Berton,ios web,Organic,1/19/16,1/19/16,NA,,,NA,NA
36579,Wrouver,ios web,Paid,1/19/16,1/28/16,NA,,,NA,NA
36580,Berton,ios web,Referral,1/7/16,1/7/16,NA,,,NA,1/22/16
36581,Strark,android web,Paid,1/28/16,NA,NA,,,NA,NA
36582,Wrouver,ios web,Paid,1/27/16,2/27/16,2/27/16,Nissan,Altima Hybrid,2012,NA
36583,Berton,android web,Referral,1/25/16,1/25/16,2/17/16,Chrysler,200,2012,NA
36584,Berton,android web,Paid,1/17/16,1/28/16,NA,,,NA,NA
36585,Strark,ios web,Referral,1/10/16,2/14/16,2/16/16,Infiniti,Q50,2015,NA
36586,Strark,ios web,Paid,1/7/16,2/6/16,2/8/16,Honda,Civic,2015,NA
36587,Strark,ios web,Paid,1/29/16,2/18/16,NA,,,NA,NA
36588,Berton,windows,Paid,1/29/16,NA,NA,,,NA,NA
36589,Strark,android web,Paid,1/22/16,2/13/16,NA,,,NA,NA
36590,Strark,ios web,Paid,1/17/16,1/20/16,1/24/16,Honda,Civic,2016,2/5/16
36591,Berton,android web,Referral,1/26/16,2/19/16,2/24/16,Honda,Civic,2013,NA
36592,Strark,,Referral,1/7/16,1/16/16,2/28/16,Dodge,Charger,2015,NA
36593,Berton,android web,Paid,1/2/16,1/2/16,NA,,,NA,NA
36594,Berton,ios web,Referral,1/29/16,2/2/16,NA,,,NA,NA
36595,Strark,mac,Organic,1/4/16,1/4/16,NA,,,NA,NA
36596,Berton,windows,Referral,1/9/16,1/9/16,1/9/16,Subaru,Outback,2002,1/19/16
36597,Strark,mac,Paid,1/21/16,1/22/16,1/22/16,Toyota,RAV4,2016,1/22/16
36598,Strark,android web,Paid,1/6/16,2/19/16,2/23/16,Volkswagen,Jetta SportWagen,2012,NA
36599,Berton,,Organic,1/21/16,NA,NA,,,NA,NA
36600,Berton,android web,Referral,1/5/16,1/28/16,NA,,,NA,NA
36601,Strark,ios web,Paid,1/4/16,2/21/16,NA,,,NA,NA
36602,Strark,ios web,Referral,1/12/16,1/27/16,2/5/16,Honda,Civic,2010,NA
36603,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
36604,Berton,android web,Referral,1/5/16,1/11/16,1/13/16,Nissan,Sentra,2011,1/13/16
36605,Berton,android web,Organic,1/10/16,1/17/16,1/18/16,Dodge,Durango,2011,1/23/16
36606,Strark,ios web,Paid,1/11/16,1/11/16,NA,,,NA,NA
36607,Strark,android web,Paid,1/19/16,1/22/16,1/23/16,Kia,Sorento,2014,2/12/16
36608,Strark,android web,Organic,1/25/16,1/31/16,NA,,,NA,NA
36609,Strark,,Organic,1/24/16,1/29/16,NA,,,NA,NA
36610,Wrouver,windows,Organic,1/5/16,1/21/16,NA,,,NA,NA
36611,Strark,android web,Organic,1/29/16,2/13/16,NA,,,NA,NA
36612,Berton,other,Paid,1/13/16,NA,NA,,,NA,NA
36613,Strark,other,Paid,1/22/16,1/24/16,NA,,,NA,NA
36614,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
36615,Strark,android web,Referral,1/28/16,2/5/16,NA,,,NA,NA
36616,Strark,,Organic,1/28/16,NA,NA,,,NA,NA
36617,Berton,ios web,Referral,1/25/16,2/3/16,2/16/16,Kia,Soul,2015,NA
36618,Strark,ios web,Referral,1/10/16,1/12/16,NA,,,NA,NA
36619,Strark,other,Organic,1/18/16,NA,NA,,,NA,NA
36620,Strark,,Organic,1/1/16,NA,NA,,,NA,NA
36621,Strark,android web,Referral,1/15/16,1/15/16,1/15/16,Nissan,Versa,2014,1/19/16
36622,Strark,ios web,Paid,1/23/16,1/24/16,2/8/16,Toyota,Corolla,2011,NA
36623,Wrouver,android web,Paid,1/2/16,NA,NA,,,NA,NA
36624,Berton,windows,Organic,1/4/16,1/10/16,NA,,,NA,NA
36625,Strark,windows,Organic,1/10/16,NA,NA,,,NA,NA
36626,Berton,android web,Referral,1/29/16,2/17/16,NA,,,NA,NA
36627,Strark,,Referral,1/1/16,1/18/16,NA,,,NA,NA
36628,Wrouver,ios web,Paid,1/14/16,NA,NA,,,NA,NA
36629,Berton,android web,Organic,1/7/16,NA,NA,,,NA,NA
36630,Berton,windows,Organic,1/16/16,NA,NA,,,NA,NA
36631,Strark,android web,Organic,1/10/16,1/22/16,1/29/16,Toyota,Prius V,2005,NA
36632,Berton,ios web,Referral,1/1/16,1/23/16,2/14/16,Toyota,Prius V,2008,NA
36633,Strark,android web,Paid,1/28/16,2/15/16,NA,,,NA,NA
36634,Strark,windows,Organic,1/5/16,1/11/16,1/19/16,Hyundai,Sonata,2007,NA
36635,Strark,android web,Referral,1/24/16,2/1/16,NA,,,NA,NA
36636,Berton,android web,Referral,1/14/16,2/15/16,NA,,,NA,NA
36637,Strark,android web,Referral,1/1/16,1/2/16,1/2/16,Nissan,Sentra,2013,1/5/16
36638,Strark,ios web,Organic,1/15/16,1/17/16,NA,,,NA,NA
36639,Wrouver,ios web,Paid,1/3/16,NA,NA,,,NA,NA
36640,Berton,mac,Organic,1/2/16,1/5/16,1/4/16,Honda,Accord,2001,1/7/16
36641,Strark,,Organic,1/30/16,NA,NA,,,NA,NA
36642,Berton,ios web,Referral,1/21/16,1/21/16,1/21/16,Honda,Odyssey,2004,NA
36643,Berton,,Referral,1/9/16,NA,NA,,,NA,NA
36644,Berton,android web,Paid,1/14/16,1/18/16,NA,,,NA,NA
36645,Strark,ios web,Paid,1/15/16,1/21/16,NA,,,NA,NA
36646,Berton,mac,Paid,1/26/16,2/9/16,NA,,,NA,NA
36647,Strark,ios web,Organic,1/17/16,2/16/16,2/20/16,Hyundai,Accent,2012,NA
36648,Strark,ios web,Referral,1/12/16,1/21/16,2/3/16,Hyundai,Accent,2015,NA
36649,Strark,mac,Organic,1/21/16,1/26/16,NA,,,NA,NA
